      -1.0999999       1025.2297       32.019209
     -0.99999987       1067.7044       32.675746
     -0.89999986       1077.4865       32.825090
     -0.79999986       1112.4921       33.354041
     -0.69999986       1097.7489       33.132294
     -0.59999986       1160.9512       34.072735
     -0.49999986       1120.2874       33.470694
     -0.39999986       1142.0153       33.793717
     -0.29999986       1209.5658       34.778812
     -0.19999985       1216.5258       34.878730
    -0.099999852       1278.5088       35.756241
   1.4901161e-07       1250.5355       35.362911
      0.10000015       1292.7099       35.954275
      0.20000015       1392.4575       37.315646
      0.30000015       1367.4703       36.979322
      0.40000015       1403.1683       37.458888
      0.50000016       1454.2451       38.134566
      0.60000016       1409.1897       37.539176
      0.70000016       1521.2843       39.003645
      0.80000016       1562.7833       39.532054
      0.90000016       1621.0883       40.262741
       1.0000002       1596.6443       39.958032
       1.1000002       1630.5862       40.380518
       1.2000002       1672.2667       40.893358
       1.3000002       1662.6420       40.775507
       1.4000002       1752.7915       41.866353
       1.5000002       1819.7663       42.658719
       1.6000002       1860.2550       43.130674
       1.7000002       1812.9396       42.578629
       1.8000002       1833.0267       42.813861
       1.9000002       1762.3025       41.979786
       2.0000002       1797.2559       42.394055
       2.1000002       1826.2369       42.734493
       2.2000002       1811.1450       42.557550
       2.3000002       1815.5366       42.609114
       2.4000002       1793.2186       42.346412
       2.5000002       1778.9837       42.178000
       2.6000002       1800.0174       42.426612
       2.7000002       1818.8330       42.647778
       2.8000002       1643.2620       40.537168
       2.9000002       1775.0154       42.130932
       3.0000002       1736.0705       41.666179
       3.1000002       1618.5475       40.231176
       3.2000002       1635.0412       40.435643
       3.3000002       1573.6123       39.668783
       3.4000002       1572.4751       39.654446
       3.5000002       1538.0379       39.217826
       3.6000002       1528.4794       39.095772
       3.7000002       1562.3577       39.526671
       3.8000002       1449.6915       38.074815
       3.9000002       1381.0661       37.162698
       4.0000002       1413.4670       37.596103
       4.1000002       1385.4409       37.221511
       4.2000002       1396.2411       37.366310
       4.3000002       1276.8224       35.732652
       4.4000002       1230.7121       35.081507
       4.5000002       1225.1628       35.002326
       4.6000002       1141.1027       33.780212
       4.7000002       1153.7499       33.966895
       4.8000002       1123.0677       33.512202
       4.9000002       1111.3004       33.336172
       5.0000002       1099.4314       33.157674
       5.1000002       1131.5668       33.638770
       5.2000002       1130.0637       33.616420
       5.3000002       1079.8955       32.861764
       5.4000002       1111.7008       33.342178
       5.5000002       1075.1042       32.788782
       5.6000002       988.20402       31.435712
       5.7000002       989.08337       31.449696
       5.8000002       1028.4083       32.068805
       5.9000002       1012.9210       31.826420
       6.0000002       1037.2445       32.206280
       6.1000002       1024.0222       32.000347
       6.2000002       1052.4606       32.441649
       6.3000002       1055.2664       32.484864
       6.4000002       1005.1684       31.704391
       6.5000002       981.61092       31.330671
       6.6000002       1002.3195       31.659430
       6.7000002       1008.3152       31.753979
       6.8000003       978.92494       31.287776
       6.9000003       1011.4946       31.804003
       7.0000003       945.02884       30.741321
       7.1000003       977.58188       31.266306
       7.2000003       1002.1616       31.656937
       7.3000003       953.49717       30.878750
       7.4000003       999.36782       31.612779
       7.5000003       956.93421       30.934353
       7.6000003       974.28911       31.213605
       7.7000003       998.55450       31.599913
       7.8000003       996.60846       31.569106
       7.9000003       1003.1579       31.672668
       8.0000003       985.15255       31.387140
       8.1000003       1026.2307       32.034835
       8.2000003       1032.7147       32.135879
       8.3000003       1051.3298       32.424216
       8.4000003       1034.2785       32.160200
       8.5000003       998.92393       31.605758
       8.6000003       999.04220       31.607629
       8.7000003       968.80408       31.125618
       8.8000003       1031.5379       32.117563
       8.9000003       1011.8332       31.809326
       9.0000003       1033.8470       32.153491
       9.1000003       983.35903       31.358556
       9.2000003       991.31723       31.485191
       9.3000003       981.67232       31.331650
       9.4000003       975.72843       31.236652
       9.5000003       1050.4453       32.410574
       9.6000003       984.14315       31.371056
       9.7000003       961.22740       31.003667
       9.8000003       1019.4522       31.928861
       9.9000003       1012.6148       31.821610
